Household,Ouside Temperature (F),Climate,Room Temperature (F),Hour,Predicted Consumption - Before Optimization(KWH),Predicted Consumption - After Optmization(KWH),Actual Consumption (KWH),Predicted Price ($/KWH),Actual Price ($/KWH),Cost to the Marketer - Predicted - Before Optimization($),Cost to the Marketer - Predicted - After Optimization($),Cost to the Marketer - Actual($),Cost to the Consumer - Predicted - Before Optimization($),Cost to the Consumer - Predicted - After Optimization($),Cost to the Consumer - Actual($)
House D,104,Hot,72,14,4.995668727,3.79504,3.798,0.6245,0.06516,3.11979512,2.37000248,0.24747768,0.4995668727,0.379504,0.3798
House D,106,Hot,72,15,5.3774468549,4.04062,4.047,0.0834,0.12441,0.4484790677,0.336987708,0.50348727,0.5377446855,0.404062,0.4047
House D,106,Hot,72,16,5.707190104,4.17753,4.187,0.495,0.423,2.8250591015,2.06787735,1.771101,0.5707190104,0.417753,0.4187
House D,107.1,Hot,72,17,5.7034338122,4.3,4.291,0.583,0.529,3.3251019125,2.5069,2.269939,0.5703433812,0.43,0.4291
House D,105.1,Hot,72,18,5.52450997,4.28082,4.274,0.1534,0.13459,0.8474598294,0.656677788,0.57523766,0.552450997,0.428082,0.4274
House D,105.1,Hot,72,19,5.6952371812,4.18809,4.197,0.0734,0.07174,0.4180304091,0.307405806,0.30109278,0.5695237181,0.418809,0.4197
House D,102.2,Hot,72,20,5.6339142442,4.05889,4.058,0.0432,0.05249,0.2433850953,0.175344048,0.21300442,0.5633914244,0.405889,0.4058
House D,99,Hot,72,21,5.8158403001,3.8663,3.853,0.04089,0.04893,0.2378097099,0.158093007,0.18852729,0.58158403,0.38663,0.3853
House D,99,Hot,72,22,5.2259928217,3.5438,3.572,0.04446,0.04307,0.2323476409,0.157557348,0.15384604,0.5225992822,0.35438,0.3572
House D,97,Hot,72,23,4.8846389151,3.136,3.113,0.03512,0.03954,0.1715485187,0.11013632,0.12308802,0.4884638915,0.3136,0.3113
House D,96.1,Hot,72,24,3.9158876921,2.6506,2.715,0.03057,0.03375,0.1197086867,0.081028842,0.09163125,0.3915887692,0.26506,0.2715
House D,93,Hot,74,1,,,2.532,,0.02897,,,,,,
House D,91,Hot,74,2,,,2.241,,0.02519,,,,,,
House D,90,Hot,74,3,,,2.019,,0.02447,,,,,,
House D,91,Hot,74,4,,,1.887,,0.02334,,,,,,
House D,90,Hot,74,5,,,1.782,,0.02317,,,,,,
House D,89.1,Hot,74,6,,,1.746,,0.024,,,,,,
House D,87.1,Hot,74,7,,,1.657,,0.02456,,,,,,
House D,88,Hot,74,8,,,1.786,,0.02522,,,,,,
House D,90,Hot,74,9,,,1.887,,0.02657,,,,,,
House D,93,Hot,74,10,,,2.209,,0.03097,,,,,,
House D,96.1,Hot,74,11,,,2.581,,0.03677,,,,,,
House D,99,Hot,74,12,,,2.972,,0.04418,,,,,,
House D,102.2,Hot,74,13,4.7745568016,3.36797,3.366,0.05125,0.05032,0.2446960361,0.1726084625,0.16937712,0.4774556802,0.336797,0.3366
House D,104,Hot,74,14,5.0031412102,3.68938,3.699,0.6245,0.06516,3.1244616857,2.30401781,0.24102684,0.500314121,0.368938,0.3699
House D,106,Hot,74,15,5.5341475888,3.96916,3.975,0.0834,0.12441,0.4615479089,0.331027944,0.49452975,0.5534147589,0.396916,0.3975
House D,106,Hot,74,16,6.0422507505,4.12798,4.136,0.495,0.423,2.9909141215,2.0433501,1.749528,0.6042250751,0.412798,0.4136
House D,107.1,Hot,74,17,6.0241348661,4.19748,4.203,0.583,0.529,3.512070627,2.44713084,2.223387,0.6024134866,0.419748,0.4203
House D,105.1,Hot,74,18,5.648011609,4.2787,4.275,0.1534,0.13459,0.8664049808,0.65635258,0.57537225,0.5648011609,0.42787,0.4275
House D,105.1,Hot,74,19,5.5314873523,4.17819,4.182,0.0734,0.07174,0.4060111717,0.306679146,0.30001668,0.5531487352,0.417819,0.4182
House D,102.2,Hot,74,20,5.6120763128,4.00406,3.999,0.0432,0.05249,0.2424416967,0.172975392,0.20990751,0.5612076313,0.400406,0.3999
House D,99,Hot,74,21,4.889868996,3.8011,3.842,0.04089,0.04893,0.1999467432,0.155426979,0.18798906,0.4889868996,0.38011,0.3842
House D,99,Hot,74,22,4.9779833304,3.5441,3.477,0.04446,0.04307,0.2213211389,0.157570686,0.14975439,0.497798333,0.35441,0.3477
House D,97,Hot,74,23,4.7897599078,2.9917,3.049,0.03512,0.03954,0.168216368,0.105068504,0.12055746,0.4789759908,0.29917,0.3049
House D,96.1,Hot,74,24,4.3037157405,2.6557,2.682,0.03057,0.03375,0.1315645902,0.081184749,0.0905175,0.4303715741,0.26557,0.2682
House D,93,Hot,76,1,,,2.321,,0.02897,,,,,,
House D,91,Hot,76,2,,,2.045,,0.02519,,,,,,
House D,90,Hot,76,3,,,1.907,,0.02447,,,,,,
House D,91,Hot,76,4,,,1.738,,0.02334,,,,,,
House D,90,Hot,76,5,,,1.682,,0.02317,,,,,,
House D,89.1,Hot,76,6,,,1.68,,0.024,,,,,,
House D,87.1,Hot,76,7,,,1.722,,0.02456,,,,,,
House D,88,Hot,76,8,,,1.81,,0.02522,,,,,,
House D,90,Hot,76,9,,,1.843,,0.02657,,,,,,
House D,93,Hot,76,10,,,1.975,,0.03097,,,,,,
House D,96.1,Hot,76,11,,,2.357,,0.03677,,,,,,
House D,99,Hot,76,12,,,2.836,,0.04418,,,,,,
House D,102.2,Hot,76,13,4.8962039439,3.25159,3.254,0.05125,0.05032,0.2509304521,0.1666439875,0.16374128,0.4896203944,0.325159,0.3254
House D,104,Hot,76,14,4.7517558069,3.64688,3.649,0.6245,0.06516,2.9674715014,2.27747656,0.23776884,0.4751755807,0.364688,0.3649
House D,106,Hot,76,15,5.3869132947,3.94739,3.945,0.0834,0.12441,0.4492685688,0.329212326,0.49079745,0.5386913295,0.394739,0.3945
House D,106,Hot,76,16,5.6476206695,4.20914,4.201,0.495,0.423,2.7955722314,2.0835243,1.777023,0.564762067,0.420914,0.4201
House D,107.1,Hot,76,17,5.8548836709,4.31688,4.318,0.583,0.529,3.4133971801,2.51674104,2.284222,0.5854883671,0.431688,0.4318
House D,105.1,Hot,76,18,5.8830788075,4.40098,4.394,0.1534,0.13459,0.9024642891,0.675110332,0.59138846,0.5883078808,0.440098,0.4394
House D,105.1,Hot,76,19,5.5213780988,4.32579,4.327,0.0734,0.07174,0.4052691524,0.317512986,0.31041898,0.5521378099,0.432579,0.4327
House D,102.2,Hot,76,20,5.2349280639,4.11655,4.113,0.0432,0.05249,0.2261488924,0.17783496,0.21589137,0.5234928064,0.411655,0.4113
House D,99,Hot,76,21,5.1806190254,3.8926,3.926,0.04089,0.04893,0.2118355119,0.159168414,0.19209918,0.5180619025,0.38926,0.3926
House D,99,Hot,76,22,5.5351288075,3.5491,3.635,0.04446,0.04307,0.2460918268,0.157792986,0.15655945,0.5535128808,0.35491,0.3635
House D,97,Hot,76,23,4.7406910873,3.2698,3.264,0.03512,0.03954,0.166493071,0.114835376,0.12905856,0.4740691087,0.32698,0.3264
House D,96.1,Hot,76,24,4.8213332519,2.7927,2.842,0.03057,0.03375,0.1473881575,0.085372839,0.0959175,0.4821333252,0.27927,0.2842
House D,69.1,Normal,72,1,,,2.51568,,0.02801,,,,,,
House D,66.9,Normal,72,2,,,2.23387,,0.01557,,,,,,
House D,64.9,Normal,72,3,,,2.02674,,0.02882,,,,,,
House D,66.2,Normal,72,4,,,1.88676,,0.03295,,,,,,
House D,64,Normal,72,5,,,1.74069,,0.02559,,,,,,
House D,62.6,Normal,72,6,,,1.69475,,0.02597,,,,,,
House D,68,Normal,72,7,,,1.63212,,0.02125,,,,,,
House D,66.9,Normal,72,8,,,1.75943,,0.01583,,,,,,
House D,69.1,Normal,72,9,,,1.8718,,0.01724,,,,,,
House D,72,Normal,72,10,,,2.1465,,0.03097,,,,,,
House D,75.9,Normal,72,11,,,2.56222,,0.03415,,,,,,
House D,80.1,Normal,72,12,,,3.03516,,0.04353,,,,,,
House D,82.9,Normal,72,13,5.0053358766,3.44076,3.43015,0.05563,0.05889,0.2784468348,0.1914094788,0.2020015335,0.5005335877,0.344076,0.343015
House D,84.9,Normal,72,14,5.5172081205,3.78614,3.80491,0.61712,0.06782,3.4047794754,2.3365027168,0.2580489962,0.5517208121,0.378614,0.380491
House D,86,Normal,72,15,6.0490466804,4.0414,4.05484,0.09114,0.13435,0.5513101145,0.368333196,0.544767754,0.604904668,0.40414,0.405484
House D,86,Normal,72,16,6.0313424245,4.17644,4.19651,0.48537,0.41882,2.9274326726,2.0271186828,1.7575823182,0.6031342424,0.417644,0.419651
House D,87.1,Normal,72,17,5.6978594272,4.3013,4.29955,0.58949,0.53457,3.3588311538,2.535573337,2.2984104435,0.5697859427,0.43013,0.429955
House D,86,Normal,72,18,5.6613110805,4.28942,4.26786,0.15233,0.12869,0.8623875169,0.6534073486,0.5492309034,0.5661311081,0.428942,0.426786
House D,81,Normal,72,19,5.2928837327,4.19634,4.19507,0.07549,0.07651,0.399559793,0.3167817066,0.3209648057,0.5292883733,0.419634,0.419507
House D,77,Normal,72,20,6.0219657762,4.06606,4.05984,0.03818,0.0467,0.2299186533,0.1552421708,0.189594528,0.6021965776,0.406606,0.405984
House D,79,Normal,72,21,4.9848566737,3.94801,3.85021,0.04169,0.04682,0.2078186747,0.1645925369,0.1802668322,0.4984856674,0.394801,0.385021
House D,75,Normal,72,22,4.8061563885,3.54439,3.57909,0.03939,0.03477,0.1893145001,0.1396135221,0.1244449593,0.4806156389,0.354439,0.357909
House D,73.9,Normal,72,23,4.814523722,3.19105,3.11315,0.05256,0.04409,0.2530513668,0.167721588,0.1372587835,0.4814523722,0.319105,0.311315
House D,72,Normal,72,24,3.8817931971,2.76233,2.72343,0.0261,0.02734,0.1013148024,0.072096813,0.0744585762,0.3881793197,0.276233,0.272343
House D,69.1,Normal,74,1,,,2.52207,,0.02801,,,,,,
House D,66.9,Normal,74,2,,,2.24819,,0.01557,,,,,,
House D,64.9,Normal,74,3,,,2.01659,,0.02882,,,,,,
House D,66.2,Normal,74,4,,,1.88325,,0.03295,,,,,,
House D,64,Normal,74,5,,,1.79085,,0.02559,,,,,,
House D,62.6,Normal,74,6,,,1.74384,,0.02597,,,,,,
House D,68,Normal,74,7,,,1.66398,,0.02125,,,,,,
House D,66.9,Normal,74,8,,,1.77754,,0.01583,,,,,,
House D,69.1,Normal,74,9,,,1.88312,,0.01724,,,,,,
House D,72,Normal,74,10,,,2.20066,,0.03097,,,,,,
House D,75.9,Normal,74,11,,,2.57718,,0.03415,,,,,,
House D,80.1,Normal,74,12,,,2.9815,,0.04353,,,,,,
House D,82.9,Normal,74,13,5.267740633,3.37159,3.36529,0.05563,0.05889,0.2930444114,0.1875615517,0.1981819281,0.5267740633,0.337159,0.336529
House D,84.9,Normal,74,14,5.5052880253,3.69733,3.70109,0.61712,0.06782,3.3974233462,2.2816962896,0.2510079238,0.5505288025,0.369733,0.370109
House D,86,Normal,74,15,5.2791026243,3.97524,3.97687,0.09114,0.13435,0.4811374132,0.3623033736,0.5342924845,0.5279102624,0.397524,0.397687
House D,86,Normal,74,16,6.1153631624,4.12376,4.14332,0.48537,0.41882,2.9682138181,2.0015493912,1.7353052824,0.6115363162,0.412376,0.414332
House D,87.1,Normal,74,17,6.0964234902,4.18954,4.20714,0.58949,0.53457,3.5937806832,2.4696919346,2.2490108298,0.609642349,0.418954,0.420714
House D,86,Normal,74,18,5.605357901,4.26962,4.27598,0.15233,0.12869,0.8538641691,0.6503912146,0.5502758662,0.5605357901,0.426962,0.427598
House D,81,Normal,74,19,6.0540783751,4.18771,4.18677,0.07549,0.07651,0.4570223765,0.3161302279,0.3203297727,0.6054078375,0.418771,0.418677
House D,77,Normal,74,20,5.2912139622,4.00069,3.99995,0.03818,0.0467,0.2020185491,0.1527463442,0.186797665,0.5291213962,0.400069,0.399995
House D,79,Normal,74,21,5.7682183539,3.88082,3.84462,0.04169,0.04682,0.2404770232,0.1617913858,0.1800051084,0.5768218354,0.388082,0.384462
House D,75,Normal,74,22,4.5116544769,3.50707,3.47067,0.03939,0.03477,0.1777140698,0.1381434873,0.1206751959,0.4511654477,0.350707,0.347067
House D,73.9,Normal,74,23,4.6683658655,3.15314,3.05604,0.05256,0.04409,0.2453693099,0.1657290384,0.1347408036,0.4668365866,0.315314,0.305604
House D,72,Normal,74,24,4.2048552078,2.61917,2.69127,0.0261,0.02734,0.1097467209,0.068360337,0.0735793218,0.4204855208,0.261917,0.269127
House D,69.1,Normal,76,1,,,2.32741,,0.02801,,,,,,
House D,66.9,Normal,76,2,,,2.0548,,0.01557,,,,,,
House D,64.9,Normal,76,3,,,1.91369,,0.02882,,,,,,
House D,66.2,Normal,76,4,,,1.73126,,0.03295,,,,,,
House D,64,Normal,76,5,,,1.68268,,0.02559,,,,,,
House D,62.6,Normal,76,6,,,1.68913,,0.02597,,,,,,
House D,68,Normal,76,7,,,1.71855,,0.02125,,,,,,
House D,66.9,Normal,76,8,,,1.81009,,0.01583,,,,,,
House D,69.1,Normal,76,9,,,1.85148,,0.01724,,,,,,
House D,72,Normal,76,10,,,1.98004,,0.03097,,,,,,
House D,75.9,Normal,76,11,,,2.35383,,0.03415,,,,,,
House D,80.1,Normal,76,12,,,2.82646,,0.04353,,,,,,
House D,82.9,Normal,76,13,5.0374621516,3.24948,3.26186,0.05563,0.05889,0.2802340195,0.1807685724,0.1920909354,0.5037462152,0.324948,0.326186
House D,84.9,Normal,76,14,4.9505183922,3.6548,3.65491,0.61712,0.06782,3.0550639102,2.255450176,0.2478759962,0.4950518392,0.36548,0.365491
House D,86,Normal,76,15,4.9802032633,3.95173,3.94983,0.09114,0.13435,0.4538957254,0.3601606722,0.5306596605,0.4980203263,0.395173,0.394983
House D,86,Normal,76,16,5.6724592224,4.21462,4.20789,0.48537,0.41882,2.7532415328,2.0456501094,1.7623484898,0.5672459222,0.421462,0.420789
House D,87.1,Normal,76,17,6.2706105258,4.32221,4.30996,0.58949,0.53457,3.6964621988,2.5478995729,2.3039753172,0.6270610526,0.432221,0.430996
House D,86,Normal,76,18,5.5118675317,4.40151,4.39416,0.15233,0.12869,0.8396227811,0.6704820183,0.5654844504,0.5511867532,0.440151,0.439416
House D,81,Normal,76,19,5.4123517639,4.33099,4.3216,0.07549,0.07651,0.4085784347,0.3269464351,0.330645616,0.5412351764,0.433099,0.43216
House D,77,Normal,76,20,5.7670748602,4.12499,4.11317,0.03818,0.0467,0.2201869182,0.1574921182,0.192085039,0.576707486,0.412499,0.411317
House D,79,Normal,76,21,5.8823161307,4.00276,3.91686,0.04169,0.04682,0.2452337595,0.1668750644,0.1833873852,0.5882316131,0.400276,0.391686
House D,75,Normal,76,22,5.212804154,3.58239,3.63769,0.03939,0.03477,0.2053323556,0.1411103421,0.1264824813,0.5212804154,0.358239,0.363769
House D,73.9,Normal,76,23,4.6259114588,3.31502,3.26202,0.05256,0.04409,0.2431379063,0.1742374512,0.1438224618,0.4625911459,0.331502,0.326202
House D,72,Normal,76,24,4.8304521508,2.93571,2.85061,0.0261,0.02734,0.1260748011,0.076622031,0.0779356774,0.4830452151,0.293571,0.285061
